"Dataset Id","Dataset Name","Group","Polarity","Source","Analyzer","Matrix","Species","Kingdom","Sample Type","m/z Class"
"2017-04-11_17h20m15s","2017049_ST_HELA-lowLaser-H2O-Neg-50x50_40x40_dan003","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-04-12_06h39m54s","20170411-ADP_MammaryDuct_E12-27-1_DAN005_50x200_20x20_38N","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-10_22h34m40s","Tumor25","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-02-01_18h16m04s","univ_of_maryland_baltimore_si_12_2","UM Baltimore","Positive","MALDI","FTICR","DHB","N/A","Animal","Tissue","Lipids_and_small_moleclues"
"2017-01-31_14h39m24s","univ_of_maryland_baltimore_si_24","UM Baltimore","Positive","MALDI","FTICR","DHB","N/A","Animal","Tissue","Lipids_and_small_moleclues"
"2017-02-01_18h18m47s","univ_of_maryland_baltimore_si_24_2","UM Baltimore","Positive","MALDI","FTICR","DHB","N/A","Animal","Tissue","Lipids_and_small_moleclues"
"2017-03-10_23h16m30s","Tumor8","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-10_23h17m15s","Tumor10","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-10_23h16m59s","Tumor9","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-02-17_04h13m17s","adbrain_05-859_neg_maxof1_med3","U Melbourne","Negative","MALDI","FTICR","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-02-17_14h27m32s","U Rennes 1//mouse_brain_hcca_02 - positive_mode","U Rennes 1","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2016-09-23_11h29m17s","Spectroswiss//sol_2x_br_1","SpectroSwiss","Positive","MALDI","FTICR","Other","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-03-03_10h43m16s","170302_1CMwith1SDSindonor_3h_15um_199by183_atn27_positivemodeDHB_lockmass295.02131","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-10_23h19m06s","Normal2","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-04_14h09m49s","20170503_ADP-JS_CD1-Brain_dan005_117x143_60x60_N","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-05_07h42m52s","20170504_KR_KRD8x_125x150_20x20_N","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-07_06h59m41s","80TopL_50TopR_70BottomL_60BottomR-centroid","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-07_07h23m48s","200TopL_170TopR_190BottomL_180BottomR-centroid","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-07_07h31m09s","160TopL_130TopR_150BottomL_140BottomR-centroid","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-08_19h30m09s","20170426_KR_KRDAN6x_20x20_213x159_N_r","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-09_05h44m46s","20170411-ADP_MammaryDuct_E12-27-1_DAN005_50x200_20x20_38_r","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-10_16h46m54s","20170510_LR_Hepa_Untreated_Stained_DAN003_pos_s50_p50_slide02","♡EMBL♡","Positive","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-05-18_12h37m53s","Monkey3_Section1_liver","Sanofi FF DMPK","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-10-01_12h13m42s","ICL//A37 5cm S3-centroid","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-10-01_12h13m49s","ICL//A37 CT S2-centroid","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_12h20m50s","0700036A4-","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_12h24m46s","1000155A4-","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-30_03h58m59s","170321_Kangaroo-DAN1-pos","U Melbourne","Positive","MALDI","FTICR","DAN","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2017-03-30_03h56m14s","170321_Kangaroo-BPYN1-pos","U Melbourne","Positive","MALDI","FTICR","Other","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2017-06-01_10h39m28s","Rat41_Section1","Sanofi FF DMPK","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-06-02_09h46m25s","Rat53_Section3","Sanofi FF DMPK","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-07-05_07h31m33s","inra_rapeseed_stem_03_pos","U Rennes 1","Positive","MALDI","FTICR","DHB","Brassica napus","Plant","Tissue","Lipids_and_small_moleclues"
"2017-07-11_11h52m48s","slide116_animal122_rat_liver_tic","Boehringer Ingelheim","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-07-12_06h15m38s","slide140_animal171_rat_liver_tic","Boehringer Ingelheim","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-07-13_06h36m21s","slide271_animal302_rat kidney_tic","Boehringer Ingelheim","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-07-13_06h42m48s","slide271_animal303_rat kidney_tic","Boehringer Ingelheim","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-07-17_05h49m06s","slide274_animal304_rat kidney_tic","Boehringer Ingelheim","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-07-21_09h19m02s","epik_dhb_head_ito01_03","U Rennes 1","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-08-01_07h52m24s","epik_dhb_head_ito02_12","U Rennes 1","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-08-04_12h36m19s","epik_dhb_head_ito05_30","U Rennes 1","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-08-08_08h49m46s","20170807_CGL_MT-M.B_DAN011_2_102x106_100x100","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-08-09_01h24m04s","170801_NEG_Diseased_04-016_bpyn_rms","U Melbourne","Negative","MALDI","FTICR","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-08-10_06h56m24s","170810_NEG_CTR_09-161_bpyn_rms","U Melbourne","Negative","MALDI","FTICR","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-08-15_13h02m38s","20170815_CGL_MT-M.B_DAN018_NTM_96x77_100x100","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-08-15_18h01m27s","20170815_CGL_MT-M.B_DAN015_NTM_17x25_100x100","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-09-22_11h16m16s","Brain02_Bregma1-42_01","U Rennes 1","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-09-06_15h05m56s","20170905_HM_PSM_dan008_105x130_15x15_100-600N","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-09-08_17h02m04s","GIST_sampleT_tumor_FTICR","HS Mannheim","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-09-18_16h27m51s","MPIMM_073_QE_P_CB_96h","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-08-07_13h19m42s","GIST_sampleJ_tumor_FTICR","HS Mannheim","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-03-15_14h37m24s","1000156A6+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h36m57s","1000155A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h36m28s","0900325A3+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h36m15s","0900323A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h35m22s","0900232A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h34m49s","0900192A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h34m35s","0900148A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h34m05s","0900061A6+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h33m41s","0900009A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h33m22s","0800652A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h33m11s","0800263A6+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h32m56s","0800263A3+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h31m43s","0800173A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h31m01s","0700383A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h30m40s","0700298A3+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h30m24s","0700256A2+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h30m13s","0700233A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h30m00s","0700189A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h26m50s","0600217A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h26m31s","0600175A2+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h25m46s","0600170A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h24m47s","0600145A2+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h22m41s","0600139A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h22m29s","0600139A1+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h22m15s","0600132A2+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h21m56s","0600130A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h21m38s","0600130A3+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h21m22s","0500240A3+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h20m56s","0500220A4+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h20m42s","0500049A5+","ICL","Positive","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-10-13_12h12m09s","160715_mib161336_5","Bruker","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2016-10-13_12h09m30s","160715_mib161336_2","Bruker","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2016-09-21_16h07m59s","MPI//MPIMM_004_QE_P_OA","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Whole Organism","Lipids_and_small_moleclues"
"2017-03-24_11h03m28s","JLU Giessen_S730 WST19 310X95 15um E65","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-03-24_11h30m19s","20170318_ST_HELA-lowLaser-Triton-PBS-Pos-50x50_50x50_dan003","♡EMBL♡","Positive","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-24_11h29m56s","20170318_ST_HELA-lowLaser-Na-PBS-Neg-50x50_50x50_dan003","♡EMBL♡","Positive","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-12-16_22h11m29s","20161216_LR_sample3_dhb5_rec2_space50_att35_rep3_20x20","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-12-16_22h10m58s","20161216_LR_sample3_dhb5_rec0_space25_att20_rep5_20x20","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-12-16_22h07m51s","20161216_LR_sample1_dhb10_rec2_space10_att20_rep2_20x20","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-12-16_22h05m54s","20161216_LR_sample1_dhb10_rec0_space50_att40_rep3_20x20","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-12-16_22h06m26s","20161216_LR_sample1_dhb10_rec1_space25_att35_rep1_20x20","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-03_16h51m00s","20170303P_ADP-ST_HELA-na_10x10_50x50_dan003_280","♡EMBL♡","Positive","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-09-21_16h07m55s","MPI//MPIMM_006_QE_P_PSA","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Whole Organism","Lipids_and_small_moleclues"
"2016-09-21_16h07m07s","MPI//MPIMM_021_QE_P_BAZ","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Whole Organism","Lipids_and_small_moleclues"
"2016-12-15_14h19m59s","dosedRatLiverControl","HS Mannheim","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-05-19_06h49m48s","FTICR_experimental_gastric_mouse","HS Mannheim","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-10-10_14h22m27s","170828_BuccalMucosa_PBSDiaz1h_20um_79by133","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-10-13_13h36m56s","MPIMM_073_QE_P_CB_0h","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-10-13_13h37m52s","MPIMM_073_QE_P_CB_48h","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-10-17_09h00m49s","Trifolium repens 5_DD","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-10-17_09h01m58s","Trifolium repens 3_DD","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-10-23_09h36m03s","Trifolium repens 11_3D","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2016-12-01_18h42m02s","150618-RatBrain-DHA-POS_centroid","U Melbourne","Positive","MALDI","FTICR","DHAP","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-10-25_12h40m47s","Trifolium repens 13","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-10-26_14h29m31s","BRB22E-RECAL","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-10-26_14h29m45s","BRB26N-RECAL","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-10-09_11h09m24s","170825_RepTest3_PigBuccalMucosa_AzDiaz3h_20um_atn0_76by77","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-11-06_12h29m22s","20171106_DHBLR001_pos_p50_s50_test01_","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-07_10h36m47s","180_F","HMGU","Negative","MALDI","FTICR","9AA","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-11-07_11h21m06s","180_G","HMGU","Negative","MALDI","FTICR","9AA","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-11-07_11h27m09s","180_R","HMGU","Negative","MALDI","FTICR","9AA","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-11-07_15h53m45s","20171107_FI01_DHBLR001_pos_p50_s50_training","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-09_09h34m17s","Aconitum lycoctonum_DD_1","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-11-09_12h19m29s","171023_Fenofibrate_Rat1_stk 1_seg 1_60um_324by45_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-11-10_13h15m13s","20171107_FI01_DHBLR001_pos_p50_s50_training1","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-10_17h24m49s","20171107_FI01_DHBLR001_pos_p50_s50_training2","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-13_12h35m37s","20171107_U1_DHBpos_p70_s30","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-13_14h57m39s","20171107_U2_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-13_15h23m20s","m-wt-dhb","IBMP","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-11-13_18h03m32s","20171107_T3_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-14_01h23m11s","20160504_MidOld-grape_pos_rms","U Melbourne","Positive","MALDI","FTICR","DHB","N/A","Plant","Tissue","Lipids_and_small_moleclues"
"2017-11-14_17h25m28s","20171107_T2_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-15_09h33m37s","20171107_T1_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-15_12h40m32s","20171107_FT1_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-15_22h12m17s","20171107_FIBT2_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-16_12h56m36s","20171107_F4_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-16_16h35m49s","LNTO30_8M_2-RECAL","ICL","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-11-16_18h49m46s","20171107_FB1_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-17_14h52m42s","20171107_FLi2_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-18_13h22m54s","20171107_FIT2_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-20_12h45m06s","20171107_FI2_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-20_15h32m03s","20171107_FI1_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-21_14h15m10s","20171107_FIT3_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-22_12h45m18s","20171107_U4_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-23_07h59m13s","grape_dhb_163_1","U Melbourne","Positive","MALDI","FTICR","DHB","N/A","Plant","Tissue","Lipids_and_small_moleclues"
"2017-11-23_15h34m24s","20171107_FB3_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-28_11h10m35s","20171107_FI3_DHBpos_p70_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2017-11-09_19h07m28s","kidney_70%meoh_pos - total ion count","PNNL","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-12-12_12h46m37s","Aconitum lycoctonum_6.2_DD","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-08-07_14h26m32s","MPIMM_066_QE_P_Squid_04","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2017-12-21_07h22m01s","171221_MCSBrain_Neg","U Melbourne","Negative","MALDI","FTICR","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-01-04_10h45m23s","RB_a2s1","National Physical Laboratory ","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-01-04_10h51m07s","RB_a2s1","National Physical Laboratory ","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-01-04_15h10m02s","m-mkohz-dhb","IBMP","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-01-12_02h00m50s","20180109_dv_t1_amb_i - total ion count","PNNL","Positive","MALDI","FTICR","DHB","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2018-01-12_10h26m08s","cryo - sagittal brain","Bruker","Positive","MALDI","FTICR","DHAP","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2016-10-14_17h51m23s","ADP_KR_mammary_EXP20-16-3_250x200_10x10","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-01-18_12h10m22s","Aconitum lycoctonum_8_MK","JLU Giessen","Positive","MALDI","Orbitrap","Other","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-01-18_14h55m11s","Mouse brain_CMBT_2_MK","JLU Giessen","Negative","MALDI","Orbitrap","Other","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-01-25_10h38m53s","Aconitum lycoctonum_12_extract_recal_MK_2","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-02-07_09h59m38s","Asclepias curassavica_3_MK","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-02-23_09h07m57s","L_3days","PRISM Lille1","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-03-20_08h01m36s","20180309_L6_n1_3D_100K_res","PRISM Lille1","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-03-20_11h02m36s"," 20180319_mouse eye_DAN","U Copenhagen","Positive","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
